game_type,match_number,initial_number,player1_agent,player2_agent,winner,total_moves,player1_computation_time,player2_computation_time
Halving Game,97,13.0,Minimax AI,Minimax AI,1,5,0.032672882080078125,0.01726698875427246
Halving Game,93,15.0,Minimax AI,Minimax AI,1,7,0.04634237289428711,0.03755974769592285
Halving Game,88,19.0,Minimax AI,Minimax AI,1,9,0.06779146194458008,0.06493806838989258
Halving Game,99,12.0,Minimax AI,Minimax AI,1,5,0.028802156448364258,0.02099609375
Halving Game,94,16.0,Minimax AI,Minimax AI,1,7,0.04138588905334473,0.041176557540893555
Halving Game,101,10.0,Minimax AI,Minimax AI,-1,4,0.01845717430114746,0.02960968017578125
Halving Game,103,10.0,Minimax AI,Minimax AI,-1,4,0.023073673248291016,0.025529146194458008
Halving Game,98,20.0,Minimax AI,Minimax AI,1,7,0.0507965087890625,0.02722930908203125
Halving Game,92,20.0,Minimax AI,Minimax AI,1,9,0.08147883415222168,0.043184757232666016
Halving Game,100,10.0,Minimax AI,Minimax AI,-1,8,0.043927669525146484,0.041565656661987305
Halving Game,108,10.0,Minimax AI,Minimax AI,-1,4,0.027593612670898438,0.02649688720703125
Halving Game,102,15.0,Minimax AI,Minimax AI,1,7,0.0460200309753418,0.038109540939331055
Halving Game,104,14.0,Minimax AI,Minimax AI,-1,6,0.038970947265625,0.03884267807006836
Halving Game,109,13.0,Minimax AI,Minimax AI,1,5,0.03814435005187988,0.03029632568359375
Halving Game,112,12.0,Minimax AI,Minimax AI,1,5,0.0378875732421875,0.027507305145263672
Halving Game,107,14.0,Minimax AI,Minimax AI,-1,6,0.04234051704406738,0.04309558868408203
Halving Game,113,20.0,Minimax AI,Minimax AI,1,5,0.04317975044250488,0.02680492401123047
Halving Game,111,14.0,Minimax AI,Minimax AI,-1,6,0.038170814514160156,0.04503583908081055
Halving Game,117,11.0,Minimax AI,Minimax AI,1,5,0.03644084930419922,0.030884265899658203
Halving Game,105,18.0,Minimax AI,Minimax AI,-1,8,0.05907392501831055,0.05450868606567383
Halving Game,110,16.0,Minimax AI,Minimax AI,1,7,0.057392120361328125,0.0438990592956543
Halving Game,106,11.0,Minimax AI,Minimax AI,1,9,0.06804895401000977,0.0575101375579834
Halving Game,114,15.0,Minimax AI,Minimax AI,1,7,0.059088945388793945,0.03913378715515137
Halving Game,115,15.0,Minimax AI,Minimax AI,1,7,0.05365896224975586,0.04639601707458496
Halving Game,116,17.0,Minimax AI,Minimax AI,1,7,0.05508780479431152,0.04643821716308594
Halving Game,124,13.0,Minimax AI,Minimax AI,1,5,0.03900718688964844,0.03184771537780762
Halving Game,125,12.0,Minimax AI,Minimax AI,1,5,0.03950810432434082,0.03285098075866699
Halving Game,120,15.0,Minimax AI,Minimax AI,1,7,0.058342933654785156,0.043222665786743164
Halving Game,121,15.0,Minimax AI,Minimax AI,1,7,0.055999755859375,0.04690814018249512
Halving Game,122,15.0,Minimax AI,Minimax AI,1,7,0.048369407653808594,0.047846317291259766
Halving Game,127,12.0,Minimax AI,Minimax AI,1,5,0.04826092720031738,0.034288644790649414
Halving Game,126,12.0,Minimax AI,Minimax AI,1,5,0.06683158874511719,0.024591684341430664
Halving Game,118,11.0,Minimax AI,Minimax AI,1,9,0.06033825874328613,0.0781562328338623
Halving Game,119,19.0,Minimax AI,Minimax AI,1,9,0.08179211616516113,0.055005788803100586
Halving Game,128,10.0,Minimax AI,Minimax AI,-1,6,0.030730485916137695,0.05714058876037598
Halving Game,129,19.0,Minimax AI,Minimax AI,1,7,0.04274415969848633,0.05765223503112793
Halving Game,123,19.0,Minimax AI,Minimax AI,1,9,0.055677175521850586,0.07629728317260742
Halving Game,130,15.0,Minimax AI,Minimax AI,1,7,0.0700521469116211,0.025606393814086914
Halving Game,132,19.0,Minimax AI,Minimax AI,1,7,0.05901026725769043,0.029349803924560547
Halving Game,137,10.0,Minimax AI,Minimax AI,-1,4,0.031018972396850586,0.02112579345703125
Halving Game,136,18.0,Minimax AI,Minimax AI,-1,6,0.03409314155578613,0.03032970428466797
Halving Game,133,18.0,Minimax AI,Minimax AI,-1,8,0.05896735191345215,0.03841066360473633
Halving Game,139,12.0,Minimax AI,Minimax AI,1,5,0.029245615005493164,0.022021770477294922
Halving Game,138,20.0,Minimax AI,Minimax AI,1,5,0.049273014068603516,0.020108938217163086
Halving Game,131,11.0,Minimax AI,Minimax AI,1,9,0.08035588264465332,0.03862929344177246
Halving Game,140,13.0,Minimax AI,Minimax AI,1,5,0.037569284439086914,0.019885778427124023
Halving Game,134,16.0,Minimax AI,Minimax AI,1,7,0.06434369087219238,0.02927231788635254
Halving Game,135,15.0,Minimax AI,Minimax AI,1,7,0.06744718551635742,0.02726602554321289
Halving Game,142,16.0,Minimax AI,Minimax AI,1,5,0.046437740325927734,0.018817901611328125
Halving Game,144,12.0,Minimax AI,Minimax AI,1,5,0.03308916091918945,0.029819726943969727
Halving Game,145,11.0,Minimax AI,Minimax AI,1,5,0.034851789474487305,0.028500795364379883
Halving Game,146,12.0,Minimax AI,Minimax AI,1,5,0.04103279113769531,0.02205204963684082
Halving Game,141,10.0,Minimax AI,Minimax AI,-1,8,0.05655169486999512,0.039884090423583984
Halving Game,151,13.0,Minimax AI,Minimax AI,1,5,0.04031872749328613,0.024169206619262695
Halving Game,143,20.0,Minimax AI,Minimax AI,1,9,0.0683295726776123,0.04279613494873047
Halving Game,152,13.0,Minimax AI,Minimax AI,1,5,0.046239614486694336,0.020566940307617188
Halving Game,154,13.0,Minimax AI,Minimax AI,1,5,0.040911197662353516,0.02232527732849121
Halving Game,156,11.0,Minimax AI,Minimax AI,1,5,0.041878461837768555,0.02025294303894043
Halving Game,147,17.0,Minimax AI,Minimax AI,1,7,0.05702805519104004,0.04266858100891113
Halving Game,148,20.0,Minimax AI,Minimax AI,1,7,0.0590052604675293,0.04245615005493164
Halving Game,150,19.0,Minimax AI,Minimax AI,1,7,0.05191349983215332,0.047608375549316406
Halving Game,153,17.0,Minimax AI,Minimax AI,1,7,0.05757761001586914,0.03972935676574707
Halving Game,158,13.0,Minimax AI,Minimax AI,1,5,0.04314732551574707,0.027739286422729492
Halving Game,160,20.0,Minimax AI,Minimax AI,1,5,0.05003690719604492,0.025232791900634766
Halving Game,149,11.0,Minimax AI,Minimax AI,1,9,0.06647157669067383,0.0648660659790039
Halving Game,155,18.0,Minimax AI,Minimax AI,-1,8,0.06548571586608887,0.052851200103759766
Halving Game,157,10.0,Minimax AI,Minimax AI,-1,8,0.05947542190551758,0.054688215255737305
Halving Game,159,11.0,Minimax AI,Minimax AI,1,7,0.06446027755737305,0.042205095291137695
Halving Game,163,12.0,Minimax AI,Minimax AI,1,5,0.04911017417907715,0.03388214111328125
Halving Game,165,13.0,Minimax AI,Minimax AI,1,5,0.045607805252075195,0.036965370178222656
Halving Game,166,11.0,Minimax AI,Minimax AI,1,5,0.04575991630554199,0.035349369049072266
Halving Game,161,19.0,Minimax AI,Minimax AI,1,7,0.058931827545166016,0.05298876762390137
Halving Game,167,13.0,Minimax AI,Minimax AI,1,5,0.05326342582702637,0.03380250930786133
Halving Game,162,18.0,Minimax AI,Minimax AI,-1,6,0.0522918701171875,0.05559659004211426
Halving Game,168,17.0,Minimax AI,Minimax AI,1,7,0.06140613555908203,0.04032588005065918
Halving Game,169,19.0,Minimax AI,Minimax AI,1,7,0.05052995681762695,0.04911684989929199
Halving Game,175,12.0,Minimax AI,Minimax AI,1,5,0.03188920021057129,0.03085041046142578
Halving Game,172,18.0,Minimax AI,Minimax AI,-1,6,0.045284271240234375,0.0376439094543457
Halving Game,164,20.0,Minimax AI,Minimax AI,1,9,0.07462215423583984,0.05876612663269043
Halving Game,170,16.0,Minimax AI,Minimax AI,1,7,0.057607173919677734,0.04758191108703613
Halving Game,173,18.0,Minimax AI,Minimax AI,-1,6,0.04426121711730957,0.04109454154968262
Halving Game,174,14.0,Minimax AI,Minimax AI,-1,6,0.038602352142333984,0.04560995101928711
Halving Game,176,14.0,Minimax AI,Minimax AI,-1,6,0.04598426818847656,0.034574270248413086
Halving Game,181,12.0,Minimax AI,Minimax AI,1,5,0.036220550537109375,0.02945685386657715
Halving Game,182,13.0,Minimax AI,Minimax AI,1,5,0.04167675971984863,0.027647018432617188
Halving Game,171,19.0,Minimax AI,Minimax AI,1,9,0.07976293563842773,0.0610804557800293
Halving Game,177,15.0,Minimax AI,Minimax AI,1,7,0.06696844100952148,0.043630123138427734
Halving Game,178,17.0,Minimax AI,Minimax AI,1,7,0.06128382682800293,0.055324554443359375
Halving Game,180,18.0,Minimax AI,Minimax AI,-1,8,0.05944561958312988,0.06472635269165039
Halving Game,185,17.0,Minimax AI,Minimax AI,1,5,0.047757863998413086,0.04460930824279785
Halving Game,188,12.0,Minimax AI,Minimax AI,1,5,0.048549652099609375,0.038263559341430664
Halving Game,179,19.0,Minimax AI,Minimax AI,1,9,0.07004594802856445,0.0670011043548584
Halving Game,183,17.0,Minimax AI,Minimax AI,1,7,0.0653843879699707,0.049239158630371094
Halving Game,186,10.0,Minimax AI,Minimax AI,-1,6,0.056220054626464844,0.04758787155151367
Halving Game,184,17.0,Minimax AI,Minimax AI,1,7,0.05808591842651367,0.05342864990234375
Halving Game,194,20.0,Minimax AI,Minimax AI,1,5,0.027755260467529297,0.032587289810180664
Halving Game,191,17.0,Minimax AI,Minimax AI,1,5,0.04653048515319824,0.0354304313659668
Halving Game,189,19.0,Minimax AI,Minimax AI,1,7,0.05565047264099121,0.0451047420501709
Halving Game,187,18.0,Minimax AI,Minimax AI,-1,8,0.05850863456726074,0.05293464660644531
Halving Game,195,20.0,Minimax AI,Minimax AI,1,5,0.03840279579162598,0.015096664428710938
Halving Game,193,19.0,Minimax AI,Minimax AI,1,7,0.04679441452026367,0.029142379760742188
Halving Game,190,18.0,Minimax AI,Minimax AI,-1,8,0.05261850357055664,0.05091691017150879
Halving Game,196,16.0,Minimax AI,Minimax AI,1,5,0.021838665008544922,0.02403855323791504
Halving Game,199,12.0,Minimax AI,Minimax AI,1,5,0.015554428100585938,0.008130550384521484
Halving Game,192,19.0,Minimax AI,Minimax AI,1,9,0.04313921928405762,0.04062962532043457
Halving Game,200,19.0,Minimax AI,Minimax AI,1,7,0.014930963516235352,0.007140398025512695
Halving Game,198,16.0,Minimax AI,Minimax AI,1,7,0.024819135665893555,0.003275156021118164
Halving Game,197,16.0,Minimax AI,Minimax AI,1,7,0.02593708038330078,0.006554126739501953
Halving Game,2,10.0,Minimax AI,Random AI,-1,6,0.012239456176757812,0.019086122512817383
Halving Game,1,19.0,Minimax AI,Random AI,1,9,0.022882461547851562,0.03248858451843262
Halving Game,4,12.0,Minimax AI,Random AI,1,5,0.020954608917236328,0.030179738998413086
Halving Game,8,10.0,Minimax AI,Random AI,1,5,0.015213489532470703,0.03848433494567871
Halving Game,6,14.0,Minimax AI,Random AI,-1,6,0.02903890609741211,0.03591489791870117
Halving Game,7,16.0,Minimax AI,Random AI,1,5,0.03110814094543457,0.03236794471740723
Halving Game,10,12.0,Minimax AI,Random AI,1,5,0.03439164161682129,0.023108243942260742
Halving Game,5,13.0,Minimax AI,Random AI,1,5,0.06400561332702637,0.011190414428710938
Halving Game,11,11.0,Minimax AI,Random AI,1,5,0.0491330623626709,0.014188528060913086
Halving Game,13,20.0,Minimax AI,Random AI,1,5,0.042313575744628906,0.019370079040527344
Halving Game,12,14.0,Minimax AI,Random AI,-1,6,0.04717826843261719,0.022560834884643555
Halving Game,14,14.0,Minimax AI,Random AI,1,7,0.041646480560302734,0.02468132972717285
Halving Game,3,17.0,Minimax AI,Random AI,1,7,0.04207468032836914,0.060585975646972656
Halving Game,17,15.0,Minimax AI,Random AI,1,7,0.04195547103881836,0.029443025588989258
Halving Game,15,15.0,Minimax AI,Random AI,1,7,0.04331707954406738,0.03623771667480469
Halving Game,19,15.0,Minimax AI,Random AI,1,7,0.03356504440307617,0.02732682228088379
Halving Game,16,19.0,Minimax AI,Random AI,1,9,0.03802180290222168,0.044506072998046875
Halving Game,9,19.0,Minimax AI,Random AI,1,9,0.05720663070678711,0.047710418701171875
Halving Game,24,13.0,Minimax AI,Random AI,1,5,0.0229947566986084,0.017672300338745117
Halving Game,25,13.0,Minimax AI,Random AI,1,5,0.028159618377685547,0.010262250900268555
Halving Game,20,20.0,Minimax AI,Random AI,1,7,0.04142141342163086,0.02031230926513672
Halving Game,27,14.0,Minimax AI,Random AI,1,5,0.028696537017822266,0.008584737777709961
Halving Game,18,19.0,Minimax AI,Random AI,1,9,0.05673670768737793,0.02684307098388672
Halving Game,28,17.0,Minimax AI,Random AI,1,5,0.023366451263427734,0.013454198837280273
Halving Game,22,15.0,Minimax AI,Random AI,1,7,0.03422141075134277,0.027966022491455078
Halving Game,29,10.0,Minimax AI,Random AI,1,5,0.02495265007019043,0.013961076736450195
Halving Game,23,19.0,Minimax AI,Random AI,1,7,0.04194188117980957,0.025965452194213867
Halving Game,30,12.0,Minimax AI,Random AI,1,5,0.030582189559936523,0.011259794235229492
Halving Game,26,18.0,Minimax AI,Random AI,1,7,0.04444479942321777,0.024232864379882812
Halving Game,21,11.0,Minimax AI,Random AI,1,9,0.046492815017700195,0.04348421096801758
Halving Game,33,12.0,Minimax AI,Random AI,1,5,0.02270984649658203,0.030923128128051758
Halving Game,34,11.0,Minimax AI,Random AI,1,5,0.023925065994262695,0.030923128128051758
Halving Game,35,14.0,Minimax AI,Random AI,1,5,0.028684377670288086,0.028075218200683594
Halving Game,31,15.0,Minimax AI,Random AI,1,7,0.036600351333618164,0.034197330474853516
Halving Game,39,11.0,Minimax AI,Random AI,1,5,0.03702592849731445,0.021735429763793945
Halving Game,42,13.0,Minimax AI,Random AI,1,5,0.02607583999633789,0.026520252227783203
Halving Game,44,20.0,Minimax AI,Random AI,1,5,0.025758981704711914,0.02364969253540039
Halving Game,36,17.0,Minimax AI,Random AI,1,7,0.051984310150146484,0.026111125946044922
Halving Game,38,14.0,Minimax AI,Random AI,-1,6,0.026484012603759766,0.04598879814147949
Halving Game,37,15.0,Minimax AI,Random AI,1,7,0.05202603340148926,0.02688884735107422
Halving Game,40,15.0,Minimax AI,Random AI,1,7,0.035471439361572266,0.03770256042480469
Halving Game,46,18.0,Minimax AI,Random AI,1,5,0.02034449577331543,0.027037382125854492
Halving Game,41,19.0,Minimax AI,Random AI,1,7,0.03546905517578125,0.04159259796142578
Halving Game,32,11.0,Minimax AI,Random AI,1,9,0.049298763275146484,0.05335879325866699
Halving Game,43,15.0,Minimax AI,Random AI,1,7,0.0395810604095459,0.0392148494720459
Halving Game,45,18.0,Minimax AI,Random AI,1,7,0.05322766304016113,0.019803762435913086
Halving Game,47,12.0,Minimax AI,Random AI,1,5,0.03235888481140137,0.025687694549560547
Halving Game,50,20.0,Minimax AI,Random AI,1,5,0.02459096908569336,0.02897191047668457
Halving Game,51,16.0,Minimax AI,Random AI,1,5,0.03500247001647949,0.014022111892700195
Halving Game,52,12.0,Minimax AI,Random AI,1,5,0.027985811233520508,0.021895408630371094
Halving Game,48,18.0,Minimax AI,Random AI,1,7,0.04271984100341797,0.031151294708251953
Halving Game,53,12.0,Minimax AI,Random AI,1,5,0.030948877334594727,0.023863554000854492
Halving Game,49,16.0,Minimax AI,Random AI,1,7,0.04264235496520996,0.033963918685913086
Halving Game,54,11.0,Minimax AI,Random AI,1,5,0.029703855514526367,0.023683547973632812
Halving Game,55,11.0,Minimax AI,Random AI,1,5,0.034577369689941406,0.02139139175415039
Halving Game,58,16.0,Minimax AI,Random AI,1,5,0.03461003303527832,0.024239063262939453
Halving Game,59,20.0,Minimax AI,Random AI,1,5,0.03272652626037598,0.03127264976501465
Halving Game,60,20.0,Minimax AI,Random AI,1,5,0.03455543518066406,0.026236772537231445
Halving Game,61,12.0,Minimax AI,Random AI,1,5,0.033632516860961914,0.026236772537231445
Halving Game,57,14.0,Minimax AI,Random AI,-1,6,0.03834271430969238,0.04502415657043457
Halving Game,62,13.0,Minimax AI,Random AI,1,5,0.05000948905944824,0.018975496292114258
Halving Game,56,10.0,Minimax AI,Random AI,1,7,0.04988241195678711,0.0458219051361084
Halving Game,64,12.0,Minimax AI,Random AI,1,5,0.03093886375427246,0.035166025161743164
Halving Game,63,18.0,Minimax AI,Random AI,-1,6,0.03798317909240723,0.04817509651184082
Halving Game,69,10.0,Minimax AI,Random AI,-1,4,0.021361351013183594,0.04144859313964844
Halving Game,68,10.0,Minimax AI,Random AI,-1,4,0.03472328186035156,0.03519749641418457
Halving Game,67,17.0,Minimax AI,Random AI,1,5,0.040744781494140625,0.04144859313964844
Halving Game,65,17.0,Minimax AI,Random AI,1,7,0.06514739990234375,0.0348355770111084
Halving Game,66,17.0,Minimax AI,Random AI,1,7,0.07437014579772949,0.02757883071899414
Halving Game,71,16.0,Minimax AI,Random AI,1,7,0.04929351806640625,0.04451131820678711
Halving Game,70,16.0,Minimax AI,Random AI,1,7,0.04567861557006836,0.0529179573059082
Halving Game,79,13.0,Minimax AI,Random AI,1,5,0.03694009780883789,0.023769855499267578
Halving Game,72,20.0,Minimax AI,Random AI,1,7,0.06055879592895508,0.03600811958312988
Halving Game,73,15.0,Minimax AI,Random AI,1,7,0.05811452865600586,0.03296995162963867
Halving Game,78,10.0,Minimax AI,Random AI,-1,6,0.0276796817779541,0.04112529754638672
Halving Game,76,17.0,Minimax AI,Random AI,1,7,0.0498044490814209,0.03322434425354004
Halving Game,80,14.0,Minimax AI,Random AI,-1,6,0.03555440902709961,0.028190135955810547
Halving Game,74,11.0,Minimax AI,Random AI,1,9,0.07358360290527344,0.03419351577758789
Halving Game,75,19.0,Minimax AI,Random AI,1,9,0.07086300849914551,0.03588581085205078
Halving Game,83,14.0,Minimax AI,Random AI,-1,6,0.031097412109375,0.030142545700073242
Halving Game,81,17.0,Minimax AI,Random AI,1,7,0.06247115135192871,0.017579078674316406
Halving Game,77,19.0,Minimax AI,Random AI,1,9,0.0626368522644043,0.04712939262390137
Halving Game,85,20.0,Minimax AI,Random AI,1,5,0.045885324478149414,0.020031213760375977
Halving Game,86,14.0,Minimax AI,Random AI,1,5,0.035798072814941406,0.02974724769592285
Halving Game,88,13.0,Minimax AI,Random AI,1,5,0.034067630767822266,0.027793169021606445
Halving Game,89,13.0,Minimax AI,Random AI,1,5,0.041689395904541016,0.01885366439819336
Halving Game,82,19.0,Minimax AI,Random AI,1,9,0.07613086700439453,0.029561519622802734
Halving Game,91,12.0,Minimax AI,Random AI,1,5,0.03836941719055176,0.02144479751586914
Halving Game,84,19.0,Minimax AI,Random AI,1,9,0.05766463279724121,0.0370173454284668
Halving Game,96,18.0,Minimax AI,Random AI,1,5,0.02473282814025879,0.01967000961303711
Halving Game,90,17.0,Minimax AI,Random AI,1,7,0.045052289962768555,0.025388002395629883
Halving Game,92,15.0,Minimax AI,Random AI,1,7,0.04399824142456055,0.027973651885986328
Halving Game,87,18.0,Minimax AI,Random AI,1,9,0.052748680114746094,0.041141510009765625
Halving Game,95,18.0,Minimax AI,Random AI,-1,6,0.04445338249206543,0.018863201141357422
Halving Game,100,13.0,Minimax AI,Random AI,1,5,0.017385244369506836,0.01958155632019043
Halving Game,99,18.0,Minimax AI,Random AI,-1,6,0.023831605911254883,0.02420830726623535
Halving Game,94,15.0,Minimax AI,Random AI,1,7,0.05539655685424805,0.018426895141601562
Halving Game,93,19.0,Minimax AI,Random AI,1,9,0.048444271087646484,0.043114423751831055
Halving Game,97,20.0,Minimax AI,Random AI,1,9,0.049271345138549805,0.025229930877685547
Halving Game,105,10.0,Minimax AI,Random AI,1,5,0.0193483829498291,0.018869638442993164
Halving Game,101,10.0,Minimax AI,Random AI,1,7,0.03389382362365723,0.021515607833862305
Halving Game,106,12.0,Minimax AI,Random AI,1,5,0.04158496856689453,0.0061473846435546875
Halving Game,98,20.0,Minimax AI,Random AI,1,9,0.05654573440551758,0.022202014923095703
Halving Game,102,10.0,Minimax AI,Random AI,1,7,0.04853701591491699,0.013395309448242188
Halving Game,103,11.0,Minimax AI,Random AI,1,7,0.04146838188171387,0.018601655960083008
Halving Game,104,15.0,Minimax AI,Random AI,1,7,0.04140329360961914,0.019604206085205078
Halving Game,108,17.0,Minimax AI,Random AI,1,5,0.028609037399291992,0.018775224685668945
Halving Game,110,13.0,Minimax AI,Random AI,1,5,0.022678613662719727,0.02123403549194336
Halving Game,107,17.0,Minimax AI,Random AI,1,7,0.047666311264038086,0.016643762588500977
Halving Game,111,14.0,Minimax AI,Random AI,-1,6,0.019582509994506836,0.03320908546447754
Halving Game,113,20.0,Minimax AI,Random AI,1,5,0.04479694366455078,0.008214473724365234
Halving Game,109,19.0,Minimax AI,Random AI,1,7,0.04518628120422363,0.02322673797607422
Halving Game,114,11.0,Minimax AI,Random AI,1,5,0.030550003051757812,0.014487028121948242
Halving Game,112,11.0,Minimax AI,Random AI,1,7,0.04015970230102539,0.023972749710083008
Halving Game,116,13.0,Minimax AI,Random AI,1,5,0.02886819839477539,0.02428746223449707
Halving Game,117,16.0,Minimax AI,Random AI,1,5,0.03765058517456055,0.014651060104370117
Halving Game,115,12.0,Minimax AI,Random AI,1,5,0.045163631439208984,0.017176389694213867
Halving Game,120,17.0,Minimax AI,Random AI,1,5,0.036966562271118164,0.014675140380859375
Halving Game,121,11.0,Minimax AI,Random AI,1,5,0.03678703308105469,0.014675140380859375
Halving Game,123,16.0,Minimax AI,Random AI,1,5,0.02312493324279785,0.026998281478881836
Halving Game,118,14.0,Minimax AI,Random AI,1,7,0.0487215518951416,0.01617121696472168
Halving Game,129,16.0,Minimax AI,Random AI,1,5,0.02474188804626465,0.012267589569091797
Halving Game,119,11.0,Minimax AI,Random AI,1,7,0.04630565643310547,0.023447751998901367
Halving Game,128,12.0,Minimax AI,Random AI,1,5,0.03008103370666504,0.013936758041381836
Halving Game,125,17.0,Minimax AI,Random AI,1,7,0.040854692459106445,0.02128911018371582
Halving Game,124,16.0,Minimax AI,Random AI,1,7,0.04016685485839844,0.029946088790893555
Halving Game,127,14.0,Minimax AI,Random AI,-1,6,0.030695199966430664,0.0262298583984375
Halving Game,130,18.0,Minimax AI,Random AI,1,5,0.0282285213470459,0.020510196685791016
Halving Game,135,10.0,Minimax AI,Random AI,-1,4,0.022476673126220703,0.011755943298339844
Halving Game,126,20.0,Minimax AI,Random AI,1,7,0.044957876205444336,0.027762651443481445
Halving Game,122,10.0,Minimax AI,Random AI,1,9,0.06221365928649902,0.032740116119384766
Halving Game,131,15.0,Minimax AI,Random AI,1,7,0.029612302780151367,0.03420519828796387
Halving Game,132,15.0,Minimax AI,Random AI,1,7,0.04368233680725098,0.020632266998291016
Halving Game,133,16.0,Minimax AI,Random AI,1,7,0.0452115535736084,0.017302274703979492
Halving Game,134,16.0,Minimax AI,Random AI,1,7,0.04659867286682129,0.016726016998291016
Halving Game,138,13.0,Minimax AI,Random AI,1,5,0.03969407081604004,0.01549673080444336
Halving Game,143,10.0,Minimax AI,Random AI,-1,4,0.021173715591430664,0.019133567810058594
Halving Game,136,16.0,Minimax AI,Random AI,1,7,0.03876376152038574,0.03306221961975098
Halving Game,139,18.0,Minimax AI,Random AI,-1,6,0.03489947319030762,0.026964664459228516
Halving Game,140,18.0,Minimax AI,Random AI,-1,6,0.035422325134277344,0.026398181915283203
Halving Game,144,13.0,Minimax AI,Random AI,1,5,0.03528571128845215,0.01876378059387207
Halving Game,147,10.0,Minimax AI,Random AI,-1,4,0.02362799644470215,0.02003169059753418
Halving Game,145,20.0,Minimax AI,Random AI,1,5,0.04392886161804199,0.016214370727539062
Halving Game,137,18.0,Minimax AI,Random AI,-1,8,0.04648113250732422,0.04313945770263672
Halving Game,141,15.0,Minimax AI,Random AI,1,7,0.039711952209472656,0.03554511070251465
Halving Game,142,17.0,Minimax AI,Random AI,1,7,0.040724992752075195,0.0319974422454834
Halving Game,148,17.0,Minimax AI,Random AI,1,5,0.03574419021606445,0.026269912719726562
Halving Game,146,18.0,Minimax AI,Random AI,1,7,0.053075551986694336,0.021672487258911133
Halving Game,149,16.0,Minimax AI,Random AI,1,5,0.04649853706359863,0.017736196517944336
Halving Game,150,12.0,Minimax AI,Random AI,1,5,0.046097517013549805,0.01854705810546875
Halving Game,152,20.0,Minimax AI,Random AI,1,5,0.03319954872131348,0.025620698928833008
Halving Game,153,10.0,Minimax AI,Random AI,1,5,0.03181099891662598,0.028507232666015625
Halving Game,154,17.0,Minimax AI,Random AI,1,5,0.028748273849487305,0.031200647354125977
Halving Game,159,16.0,Minimax AI,Random AI,1,5,0.028725862503051758,0.0188751220703125
Halving Game,160,10.0,Minimax AI,Random AI,1,5,0.03423500061035156,0.01698136329650879
Halving Game,161,20.0,Minimax AI,Random AI,1,5,0.030465364456176758,0.021132469177246094
Halving Game,158,18.0,Minimax AI,Random AI,-1,6,0.03576493263244629,0.030656814575195312
Halving Game,155,15.0,Minimax AI,Random AI,1,7,0.05153059959411621,0.031296491622924805
Halving Game,151,20.0,Minimax AI,Random AI,1,9,0.05870795249938965,0.04160714149475098
Halving Game,157,15.0,Minimax AI,Random AI,1,7,0.04454827308654785,0.032839298248291016
Halving Game,163,12.0,Minimax AI,Random AI,1,5,0.03195047378540039,0.022733211517333984
Halving Game,156,18.0,Minimax AI,Random AI,1,7,0.04742693901062012,0.03798246383666992
Halving Game,162,15.0,Minimax AI,Random AI,1,7,0.045572757720947266,0.03202176094055176
Halving Game,165,15.0,Minimax AI,Random AI,1,7,0.04036116600036621,0.025212764739990234
Halving Game,166,14.0,Minimax AI,Random AI,1,7,0.04271745681762695,0.019085407257080078
Halving Game,167,17.0,Minimax AI,Random AI,1,7,0.04279732704162598,0.02503490447998047
Halving Game,168,11.0,Minimax AI,Random AI,1,7,0.03826713562011719,0.02600383758544922
Halving Game,169,17.0,Minimax AI,Random AI,1,7,0.03745722770690918,0.027452468872070312
Halving Game,164,20.0,Minimax AI,Random AI,1,9,0.05293536186218262,0.03293418884277344
Halving Game,174,14.0,Minimax AI,Random AI,1,5,0.029579877853393555,0.014827251434326172
Halving Game,177,12.0,Minimax AI,Random AI,1,5,0.03083348274230957,0.010523557662963867
Halving Game,179,13.0,Minimax AI,Random AI,1,5,0.017292261123657227,0.016424179077148438
Halving Game,171,15.0,Minimax AI,Random AI,1,7,0.03707575798034668,0.027898311614990234
Halving Game,172,18.0,Minimax AI,Random AI,1,7,0.03199338912963867,0.03616189956665039
Halving Game,173,19.0,Minimax AI,Random AI,1,7,0.03851604461669922,0.026254653930664062
Halving Game,176,10.0,Minimax AI,Random AI,1,7,0.04008626937866211,0.022540569305419922
Halving Game,170,19.0,Minimax AI,Random AI,1,9,0.05576610565185547,0.03298521041870117
Halving Game,181,20.0,Minimax AI,Random AI,1,5,0.03317880630493164,0.01818394660949707
Halving Game,182,10.0,Minimax AI,Random AI,1,5,0.02626824378967285,0.02184891700744629
Halving Game,180,14.0,Minimax AI,Random AI,-1,6,0.022369861602783203,0.03882741928100586
Halving Game,184,10.0,Minimax AI,Random AI,1,5,0.04498744010925293,0.008450508117675781
Halving Game,175,11.0,Minimax AI,Random AI,1,9,0.06906628608703613,0.02572488784790039
Halving Game,183,16.0,Minimax AI,Random AI,1,5,0.034958839416503906,0.0292661190032959
Halving Game,186,10.0,Minimax AI,Random AI,-1,6,0.03310036659240723,0.027195453643798828
Halving Game,178,20.0,Minimax AI,Random AI,1,9,0.0679311752319336,0.032662391662597656
Halving Game,187,12.0,Minimax AI,Random AI,1,5,0.03262591361999512,0.028174400329589844
Halving Game,188,13.0,Minimax AI,Random AI,1,5,0.03928494453430176,0.017398595809936523
Halving Game,190,14.0,Minimax AI,Random AI,-1,6,0.0268096923828125,0.02244114875793457
Halving Game,191,13.0,Minimax AI,Random AI,1,5,0.028595447540283203,0.01899123191833496
